dataset,seed,partition,No
author_cleaned,5,train,172
author_cleaned,5,train,27
author_cleaned,5,train,5
author_cleaned,5,train,207
author_cleaned,5,train,36
author_cleaned,5,train,174
author_cleaned,5,train,286
author_cleaned,5,train,394
author_cleaned,5,train,267
author_cleaned,5,train,200
author_cleaned,5,train,361
author_cleaned,5,train,190
author_cleaned,5,train,271
author_cleaned,5,train,115
author_cleaned,5,train,270
author_cleaned,5,train,300
author_cleaned,5,train,108
author_cleaned,5,train,103
author_cleaned,5,train,50
author_cleaned,5,train,404
author_cleaned,5,train,166
author_cleaned,5,train,289
author_cleaned,5,train,293
author_cleaned,5,train,326
author_cleaned,5,train,325
author_cleaned,5,train,253
author_cleaned,5,train,220
author_cleaned,5,train,413
author_cleaned,5,train,233
author_cleaned,5,train,397
author_cleaned,5,train,44
author_cleaned,5,train,306
author_cleaned,5,train,382
author_cleaned,5,train,96
author_cleaned,5,train,117
author_cleaned,5,train,132
author_cleaned,5,train,150
author_cleaned,5,train,292
author_cleaned,5,train,363
author_cleaned,5,train,407
author_cleaned,5,train,217
author_cleaned,5,train,352
author_cleaned,5,train,139
author_cleaned,5,train,336
author_cleaned,5,train,12
author_cleaned,5,train,167
author_cleaned,5,train,415
author_cleaned,5,train,106
author_cleaned,5,train,199
author_cleaned,5,train,73
author_cleaned,5,train,22
author_cleaned,5,train,395
author_cleaned,5,train,230
author_cleaned,5,train,197
author_cleaned,5,train,1
author_cleaned,5,train,353
author_cleaned,5,train,246
author_cleaned,5,train,169
author_cleaned,5,train,0
author_cleaned,5,train,135
author_cleaned,5,train,221
author_cleaned,5,train,366
author_cleaned,5,train,316
author_cleaned,5,train,255
author_cleaned,5,train,383
author_cleaned,5,train,188
author_cleaned,5,train,288
author_cleaned,5,train,399
author_cleaned,5,train,260
author_cleaned,5,train,258
author_cleaned,5,train,78
author_cleaned,5,train,193
author_cleaned,5,train,15
author_cleaned,5,train,257
author_cleaned,5,train,157
author_cleaned,5,train,177
author_cleaned,5,train,414
author_cleaned,5,train,249
author_cleaned,5,train,374
author_cleaned,5,train,76
author_cleaned,5,train,158
author_cleaned,5,train,251
author_cleaned,5,train,357
author_cleaned,5,train,335
author_cleaned,5,train,85
author_cleaned,5,train,390
author_cleaned,5,train,318
author_cleaned,5,train,307
author_cleaned,5,train,161
author_cleaned,5,train,18
author_cleaned,5,train,349
author_cleaned,5,train,13
author_cleaned,5,train,311
author_cleaned,5,train,314
author_cleaned,5,train,219
author_cleaned,5,train,46
author_cleaned,5,train,112
author_cleaned,5,train,6
author_cleaned,5,train,313
author_cleaned,5,train,301
author_cleaned,5,train,127
author_cleaned,5,train,351
author_cleaned,5,train,152
author_cleaned,5,train,269
author_cleaned,5,train,77
author_cleaned,5,train,26
author_cleaned,5,train,110
author_cleaned,5,train,70
author_cleaned,5,train,392
author_cleaned,5,train,303
author_cleaned,5,train,320
author_cleaned,5,train,16
author_cleaned,5,train,327
author_cleaned,5,train,209
author_cleaned,5,train,101
author_cleaned,5,train,228
author_cleaned,5,train,23
author_cleaned,5,train,147
author_cleaned,5,train,45
author_cleaned,5,train,99
author_cleaned,5,train,265
author_cleaned,5,train,282
author_cleaned,5,train,287
author_cleaned,5,train,156
author_cleaned,5,train,276
author_cleaned,5,train,37
author_cleaned,5,train,243
author_cleaned,5,train,388
author_cleaned,5,train,232
author_cleaned,5,train,297
author_cleaned,5,train,344
author_cleaned,5,train,215
author_cleaned,5,train,164
author_cleaned,5,train,401
author_cleaned,5,train,331
author_cleaned,5,train,86
author_cleaned,5,train,379
author_cleaned,5,train,273
author_cleaned,5,train,370
author_cleaned,5,train,359
author_cleaned,5,train,226
author_cleaned,5,train,223
author_cleaned,5,train,42
author_cleaned,5,train,41
author_cleaned,5,train,296
author_cleaned,5,train,299
author_cleaned,5,train,242
author_cleaned,5,train,224
author_cleaned,5,train,386
author_cleaned,5,train,48
author_cleaned,5,train,332
author_cleaned,5,train,17
author_cleaned,5,train,129
author_cleaned,5,train,19
author_cleaned,5,train,278
author_cleaned,5,train,107
author_cleaned,5,train,126
author_cleaned,5,train,237
author_cleaned,5,train,334
author_cleaned,5,train,245
author_cleaned,5,train,409
author_cleaned,5,train,145
author_cleaned,5,train,176
author_cleaned,5,train,309
author_cleaned,5,train,345
author_cleaned,5,train,192
author_cleaned,5,train,140
author_cleaned,5,train,367
author_cleaned,5,train,323
author_cleaned,5,train,360
author_cleaned,5,train,402
author_cleaned,5,train,231
author_cleaned,5,train,214
author_cleaned,5,train,146
author_cleaned,5,train,321
author_cleaned,5,train,8
author_cleaned,5,train,189
author_cleaned,5,train,138
author_cleaned,5,train,268
author_cleaned,5,train,51
author_cleaned,5,train,179
author_cleaned,5,train,319
author_cleaned,5,train,191
author_cleaned,5,train,162
author_cleaned,5,train,116
author_cleaned,5,train,39
author_cleaned,5,train,89
author_cleaned,5,train,261
author_cleaned,5,train,263
author_cleaned,5,train,57
author_cleaned,5,train,34
author_cleaned,5,train,109
author_cleaned,5,train,149
author_cleaned,5,train,262
author_cleaned,5,train,10
author_cleaned,5,train,266
author_cleaned,5,train,206
author_cleaned,5,train,148
author_cleaned,5,train,295
author_cleaned,5,train,291
author_cleaned,5,train,11
author_cleaned,5,train,102
author_cleaned,5,train,154
author_cleaned,5,train,244
author_cleaned,5,train,264
author_cleaned,5,test,71
author_cleaned,5,test,134
author_cleaned,5,test,259
author_cleaned,5,test,381
author_cleaned,5,test,24
author_cleaned,5,test,81
author_cleaned,5,test,312
author_cleaned,5,test,195
author_cleaned,5,test,173
author_cleaned,5,test,75
author_cleaned,5,test,227
author_cleaned,5,test,348
author_cleaned,5,test,216
author_cleaned,5,test,398
author_cleaned,5,test,100
author_cleaned,5,test,225
author_cleaned,5,test,66
author_cleaned,5,test,380
author_cleaned,5,test,151
author_cleaned,5,test,389
author_cleaned,5,test,52
author_cleaned,5,test,350
author_cleaned,5,test,165
author_cleaned,5,test,204
author_cleaned,5,test,180
author_cleaned,5,test,142
author_cleaned,5,test,371
author_cleaned,5,test,330
author_cleaned,5,test,275
author_cleaned,5,test,202
author_cleaned,5,test,144
author_cleaned,5,test,54
author_cleaned,5,test,187
author_cleaned,5,test,83
author_cleaned,5,test,250
author_cleaned,5,test,343
author_cleaned,5,test,308
author_cleaned,5,test,120
author_cleaned,5,test,60
author_cleaned,5,test,391
author_cleaned,5,test,133
author_cleaned,5,test,65
author_cleaned,5,test,333
author_cleaned,5,test,61
author_cleaned,5,test,355
author_cleaned,5,test,90
author_cleaned,5,test,211
author_cleaned,5,test,329
author_cleaned,5,test,418
author_cleaned,5,test,385
author_cleaned,5,test,210
author_cleaned,5,test,104
author_cleaned,5,test,203
author_cleaned,5,test,21
author_cleaned,5,test,28
author_cleaned,5,test,43
author_cleaned,5,test,376
author_cleaned,5,test,410
author_cleaned,5,test,240
author_cleaned,5,test,74
author_cleaned,5,test,280
author_cleaned,5,test,417
author_cleaned,5,test,384
author_cleaned,5,test,256
author_cleaned,5,test,113
author_cleaned,5,test,235
author_cleaned,5,test,105
author_cleaned,5,test,341
author_cleaned,6,train,172
author_cleaned,6,train,346
author_cleaned,6,train,138
author_cleaned,6,train,110
author_cleaned,6,train,175
author_cleaned,6,train,409
author_cleaned,6,train,364
author_cleaned,6,train,128
author_cleaned,6,train,329
author_cleaned,6,train,57
author_cleaned,6,train,313
author_cleaned,6,train,351
author_cleaned,6,train,154
author_cleaned,6,train,418
author_cleaned,6,train,384
author_cleaned,6,train,389
author_cleaned,6,train,151
author_cleaned,6,train,350
author_cleaned,6,train,352
author_cleaned,6,train,266
author_cleaned,6,train,107
author_cleaned,6,train,221
author_cleaned,6,train,0
author_cleaned,6,train,309
author_cleaned,6,train,206
author_cleaned,6,train,310
author_cleaned,6,train,181
author_cleaned,6,train,304
author_cleaned,6,train,145
author_cleaned,6,train,335
author_cleaned,6,train,360
author_cleaned,6,train,78
author_cleaned,6,train,253
author_cleaned,6,train,326
author_cleaned,6,train,71
author_cleaned,6,train,11
author_cleaned,6,train,9
author_cleaned,6,train,323
author_cleaned,6,train,334
author_cleaned,6,train,235
author_cleaned,6,train,399
author_cleaned,6,train,70
author_cleaned,6,train,92
author_cleaned,6,train,24
author_cleaned,6,train,278
author_cleaned,6,train,193
author_cleaned,6,train,224
author_cleaned,6,train,237
author_cleaned,6,train,416
author_cleaned,6,train,114
author_cleaned,6,train,387
author_cleaned,6,train,371
author_cleaned,6,train,305
author_cleaned,6,train,336
author_cleaned,6,train,16
author_cleaned,6,train,321
author_cleaned,6,train,179
author_cleaned,6,train,96
author_cleaned,6,train,286
author_cleaned,6,train,185
author_cleaned,6,train,77
author_cleaned,6,train,312
author_cleaned,6,train,306
author_cleaned,6,train,231
author_cleaned,6,train,381
author_cleaned,6,train,388
author_cleaned,6,train,318
author_cleaned,6,train,374
author_cleaned,6,train,391
author_cleaned,6,train,379
author_cleaned,6,train,233
author_cleaned,6,train,44
author_cleaned,6,train,327
author_cleaned,6,train,367
author_cleaned,6,train,239
author_cleaned,6,train,354
author_cleaned,6,train,226
author_cleaned,6,train,48
author_cleaned,6,train,116
author_cleaned,6,train,14
author_cleaned,6,train,288
author_cleaned,6,train,345
author_cleaned,6,train,244
author_cleaned,6,train,401
author_cleaned,6,train,311
author_cleaned,6,train,86
author_cleaned,6,train,202
author_cleaned,6,train,129
author_cleaned,6,train,265
author_cleaned,6,train,242
author_cleaned,6,train,60
author_cleaned,6,train,65
author_cleaned,6,train,15
author_cleaned,6,train,361
author_cleaned,6,train,19
author_cleaned,6,train,214
author_cleaned,6,train,29
author_cleaned,6,train,414
author_cleaned,6,train,316
author_cleaned,6,train,355
author_cleaned,6,train,403
author_cleaned,6,train,215
author_cleaned,6,train,123
author_cleaned,6,train,59
author_cleaned,6,train,282
author_cleaned,6,train,139
author_cleaned,6,train,149
author_cleaned,6,train,246
author_cleaned,6,train,308
author_cleaned,6,train,417
author_cleaned,6,train,120
author_cleaned,6,train,132
author_cleaned,6,train,21
author_cleaned,6,train,243
author_cleaned,6,train,137
author_cleaned,6,train,166
author_cleaned,6,train,37
author_cleaned,6,train,359
author_cleaned,6,train,23
author_cleaned,6,train,17
author_cleaned,6,train,267
author_cleaned,6,train,3
author_cleaned,6,train,45
author_cleaned,6,train,189
author_cleaned,6,train,207
author_cleaned,6,train,332
author_cleaned,6,train,117
author_cleaned,6,train,413
author_cleaned,6,train,27
author_cleaned,6,train,131
author_cleaned,6,train,295
author_cleaned,6,train,261
author_cleaned,6,train,292
author_cleaned,6,train,8
author_cleaned,6,train,220
author_cleaned,6,train,134
author_cleaned,6,train,283
author_cleaned,6,train,293
author_cleaned,6,train,101
author_cleaned,6,train,252
author_cleaned,6,train,174
author_cleaned,6,train,257
author_cleaned,6,train,100
author_cleaned,6,train,130
author_cleaned,6,train,67
author_cleaned,6,train,26
author_cleaned,6,train,203
author_cleaned,6,train,219
author_cleaned,6,train,363
author_cleaned,6,train,164
author_cleaned,6,train,142
author_cleaned,6,train,47
author_cleaned,6,train,281
author_cleaned,6,train,302
author_cleaned,6,train,227
author_cleaned,6,train,196
author_cleaned,6,train,197
author_cleaned,6,train,225
author_cleaned,6,train,400
author_cleaned,6,train,209
author_cleaned,6,train,268
author_cleaned,6,train,382
author_cleaned,6,train,108
author_cleaned,6,train,301
author_cleaned,6,train,357
author_cleaned,6,train,58
author_cleaned,6,train,105
author_cleaned,6,train,343
author_cleaned,6,train,390
author_cleaned,6,train,156
author_cleaned,6,train,49
author_cleaned,6,train,349
author_cleaned,6,train,218
author_cleaned,6,train,285
author_cleaned,6,train,276
author_cleaned,6,train,230
author_cleaned,6,train,291
author_cleaned,6,train,319
author_cleaned,6,train,10
author_cleaned,6,train,126
author_cleaned,6,train,190
author_cleaned,6,train,405
author_cleaned,6,train,411
author_cleaned,6,train,223
author_cleaned,6,train,144
author_cleaned,6,train,375
author_cleaned,6,train,271
author_cleaned,6,train,330
author_cleaned,6,train,127
author_cleaned,6,train,74
author_cleaned,6,train,147
author_cleaned,6,train,256
author_cleaned,6,train,157
author_cleaned,6,train,241
author_cleaned,6,train,314
author_cleaned,6,train,264
author_cleaned,6,train,81
author_cleaned,6,train,297
author_cleaned,6,train,365
author_cleaned,6,train,406
author_cleaned,6,train,5
author_cleaned,6,train,187
author_cleaned,6,train,205
author_cleaned,6,train,362
author_cleaned,6,train,378
author_cleaned,6,train,195
author_cleaned,6,train,200
author_cleaned,6,train,250
author_cleaned,6,train,102
author_cleaned,6,train,106
author_cleaned,6,train,50
author_cleaned,6,train,366
author_cleaned,6,train,136
author_cleaned,6,train,385
author_cleaned,6,train,12
author_cleaned,6,train,373
author_cleaned,6,train,99
author_cleaned,6,train,315
author_cleaned,6,train,398
author_cleaned,6,train,394
author_cleaned,6,train,341
author_cleaned,6,train,93
author_cleaned,6,train,43
author_cleaned,6,train,410
author_cleaned,6,train,46
author_cleaned,6,train,52
author_cleaned,6,train,28
author_cleaned,6,train,159
author_cleaned,6,train,51
author_cleaned,6,train,112
author_cleaned,6,train,167
author_cleaned,6,train,333
author_cleaned,6,train,85
author_cleaned,6,train,280
author_cleaned,6,train,298
author_cleaned,6,train,370
author_cleaned,6,train,155
author_cleaned,6,train,407
author_cleaned,6,train,76
author_cleaned,6,train,54
author_cleaned,6,train,356
author_cleaned,6,train,161
author_cleaned,6,train,115
author_cleaned,6,train,192
author_cleaned,6,train,165
author_cleaned,6,train,251
author_cleaned,6,train,109
author_cleaned,6,train,83
author_cleaned,6,train,173
author_cleaned,6,train,255
author_cleaned,6,train,150
author_cleaned,6,train,18
author_cleaned,6,train,162
author_cleaned,6,train,41
author_cleaned,6,train,262
author_cleaned,6,train,169
author_cleaned,6,train,331
author_cleaned,6,train,402
author_cleaned,6,train,146
author_cleaned,6,train,300
author_cleaned,6,train,210
author_cleaned,6,train,33
author_cleaned,6,train,240
author_cleaned,6,train,104
author_cleaned,6,train,1
author_cleaned,6,train,353
author_cleaned,6,train,395
author_cleaned,6,train,415
author_cleaned,6,train,141
author_cleaned,6,train,289
author_cleaned,6,train,259
author_cleaned,6,test,36
author_cleaned,6,test,216
author_cleaned,6,test,75
author_cleaned,6,test,258
author_cleaned,6,test,113
author_cleaned,6,test,217
author_cleaned,6,test,39
author_cleaned,6,test,337
author_cleaned,6,test,307
author_cleaned,6,test,392
author_cleaned,6,test,6
author_cleaned,6,test,153
author_cleaned,6,test,125
author_cleaned,6,test,249
author_cleaned,6,test,13
author_cleaned,6,test,188
author_cleaned,6,test,270
author_cleaned,6,test,191
author_cleaned,6,test,260
author_cleaned,6,test,148
author_cleaned,6,test,103
author_cleaned,6,test,228
author_cleaned,6,test,376
author_cleaned,6,test,152
author_cleaned,6,test,273
author_cleaned,6,test,344
author_cleaned,6,test,140
author_cleaned,6,test,320
author_cleaned,6,test,386
author_cleaned,6,test,204
author_cleaned,6,test,213
author_cleaned,6,test,322
author_cleaned,6,test,325
author_cleaned,6,test,133
author_cleaned,6,test,135
author_cleaned,6,test,90
author_cleaned,6,test,383
author_cleaned,6,test,275
author_cleaned,6,test,296
author_cleaned,6,test,397
author_cleaned,6,test,89
author_cleaned,6,test,348
author_cleaned,6,test,73
author_cleaned,6,test,34
author_cleaned,6,test,269
author_cleaned,6,test,61
author_cleaned,6,test,180
author_cleaned,6,test,380
author_cleaned,6,test,177
author_cleaned,6,test,211
author_cleaned,6,test,184
author_cleaned,6,test,245
author_cleaned,6,test,303
author_cleaned,6,test,404
author_cleaned,6,test,284
author_cleaned,6,test,42
author_cleaned,6,test,299
author_cleaned,6,test,368
author_cleaned,6,test,158
author_cleaned,6,test,232
author_cleaned,6,test,82
author_cleaned,6,test,22
author_cleaned,6,test,66
author_cleaned,6,test,20
author_cleaned,6,test,199
author_cleaned,6,test,263
author_cleaned,6,test,287
author_cleaned,6,test,176
author_cleaned,7,train,213
author_cleaned,7,train,173
author_cleaned,7,train,90
author_cleaned,7,train,149
author_cleaned,7,train,190
author_cleaned,7,train,392
author_cleaned,7,train,335
author_cleaned,7,train,307
author_cleaned,7,train,99
author_cleaned,7,train,144
author_cleaned,7,train,329
author_cleaned,7,train,180
author_cleaned,7,train,233
author_cleaned,7,train,413
author_cleaned,7,train,66
author_cleaned,7,train,374
author_cleaned,7,train,147
author_cleaned,7,train,21
author_cleaned,7,train,350
author_cleaned,7,train,383
author_cleaned,7,train,23
author_cleaned,7,train,74
author_cleaned,7,train,192
author_cleaned,7,train,313
author_cleaned,7,train,301
author_cleaned,7,train,225
author_cleaned,7,train,71
author_cleaned,7,train,264
author_cleaned,7,train,26
author_cleaned,7,train,302
author_cleaned,7,train,223
author_cleaned,7,train,258
author_cleaned,7,train,70
author_cleaned,7,train,203
author_cleaned,7,train,132
author_cleaned,7,train,318
author_cleaned,7,train,306
author_cleaned,7,train,19
author_cleaned,7,train,278
author_cleaned,7,train,251
author_cleaned,7,train,353
author_cleaned,7,train,129
author_cleaned,7,train,300
author_cleaned,7,train,224
author_cleaned,7,train,137
author_cleaned,7,train,404
author_cleaned,7,train,126
author_cleaned,7,train,270
author_cleaned,7,train,357
author_cleaned,7,train,355
author_cleaned,7,train,185
author_cleaned,7,train,376
author_cleaned,7,train,196
author_cleaned,7,train,349
author_cleaned,7,train,28
author_cleaned,7,train,193
author_cleaned,7,train,228
author_cleaned,7,train,352
author_cleaned,7,train,312
author_cleaned,7,train,83
author_cleaned,7,train,164
author_cleaned,7,train,359
author_cleaned,7,train,107
author_cleaned,7,train,207
author_cleaned,7,train,368
author_cleaned,7,train,295
author_cleaned,7,train,82
author_cleaned,7,train,287
author_cleaned,7,train,354
author_cleaned,7,train,265
author_cleaned,7,train,96
author_cleaned,7,train,46
author_cleaned,7,train,50
author_cleaned,7,train,299
author_cleaned,7,train,14
author_cleaned,7,train,289
author_cleaned,7,train,165
author_cleaned,7,train,59
author_cleaned,7,train,220
author_cleaned,7,train,319
author_cleaned,7,train,166
author_cleaned,7,train,382
author_cleaned,7,train,10
author_cleaned,7,train,367
author_cleaned,7,train,227
author_cleaned,7,train,323
author_cleaned,7,train,366
author_cleaned,7,train,11
author_cleaned,7,train,304
author_cleaned,7,train,34
author_cleaned,7,train,373
author_cleaned,7,train,77
author_cleaned,7,train,305
author_cleaned,7,train,379
author_cleaned,7,train,262
author_cleaned,7,train,200
author_cleaned,7,train,61
author_cleaned,7,train,231
author_cleaned,7,train,41
author_cleaned,7,train,1
author_cleaned,7,train,321
author_cleaned,7,train,16
author_cleaned,7,train,12
author_cleaned,7,train,191
author_cleaned,7,train,390
author_cleaned,7,train,130
author_cleaned,7,train,44
author_cleaned,7,train,131
author_cleaned,7,train,407
author_cleaned,7,train,284
author_cleaned,7,train,283
author_cleaned,7,train,336
author_cleaned,7,train,293
author_cleaned,7,train,218
author_cleaned,7,train,58
author_cleaned,7,train,210
author_cleaned,7,train,153
author_cleaned,7,train,42
author_cleaned,7,train,106
author_cleaned,7,train,334
author_cleaned,7,train,174
author_cleaned,7,train,189
author_cleaned,7,train,204
author_cleaned,7,train,85
author_cleaned,7,train,112
author_cleaned,7,train,78
author_cleaned,7,train,330
author_cleaned,7,train,188
author_cleaned,7,train,51
author_cleaned,7,train,241
author_cleaned,7,train,389
author_cleaned,7,train,214
author_cleaned,7,train,145
author_cleaned,7,train,271
author_cleaned,7,train,184
author_cleaned,7,train,157
author_cleaned,7,train,391
author_cleaned,7,train,67
author_cleaned,7,train,75
author_cleaned,7,train,345
author_cleaned,7,train,206
author_cleaned,7,train,115
author_cleaned,7,train,156
author_cleaned,7,train,399
author_cleaned,7,train,402
author_cleaned,7,train,285
author_cleaned,7,train,360
author_cleaned,7,train,320
author_cleaned,7,train,117
author_cleaned,7,train,386
author_cleaned,7,train,215
author_cleaned,7,train,418
author_cleaned,7,train,365
author_cleaned,7,train,282
author_cleaned,7,train,140
author_cleaned,7,train,105
author_cleaned,7,train,235
author_cleaned,7,train,65
author_cleaned,7,train,108
author_cleaned,7,train,8
author_cleaned,7,train,20
author_cleaned,7,train,128
author_cleaned,7,train,152
author_cleaned,7,train,337
author_cleaned,7,train,141
author_cleaned,7,train,242
author_cleaned,7,train,211
author_cleaned,7,train,296
author_cleaned,7,train,175
author_cleaned,7,train,344
author_cleaned,7,train,288
author_cleaned,7,train,273
author_cleaned,7,train,245
author_cleaned,7,train,86
author_cleaned,7,train,33
author_cleaned,7,train,37
author_cleaned,7,train,219
author_cleaned,7,train,341
author_cleaned,7,train,232
author_cleaned,7,train,135
author_cleaned,7,train,255
author_cleaned,7,train,303
author_cleaned,7,train,298
author_cleaned,7,train,267
author_cleaned,7,train,176
author_cleaned,7,train,362
author_cleaned,7,train,397
author_cleaned,7,train,370
author_cleaned,7,train,256
author_cleaned,7,train,216
author_cleaned,7,train,331
author_cleaned,7,train,177
author_cleaned,7,train,172
author_cleaned,7,train,49
author_cleaned,7,train,275
author_cleaned,7,train,54
author_cleaned,7,train,73
author_cleaned,7,train,400
author_cleaned,7,train,384
author_cleaned,7,train,45
author_cleaned,7,train,161
author_cleaned,7,train,187
author_cleaned,7,train,146
author_cleaned,7,train,371
author_cleaned,7,train,142
author_cleaned,7,train,15
author_cleaned,7,train,343
author_cleaned,7,train,60
author_cleaned,7,train,261
author_cleaned,7,train,401
author_cleaned,7,train,155
author_cleaned,7,train,24
author_cleaned,7,train,113
author_cleaned,7,train,169
author_cleaned,7,train,292
author_cleaned,7,train,411
author_cleaned,7,train,159
author_cleaned,7,train,43
author_cleaned,7,train,398
author_cleaned,7,train,6
author_cleaned,7,train,22
author_cleaned,7,train,281
author_cleaned,7,train,415
author_cleaned,7,train,195
author_cleaned,7,train,286
author_cleaned,7,train,311
author_cleaned,7,train,378
author_cleaned,7,train,197
author_cleaned,7,train,364
author_cleaned,7,train,297
author_cleaned,7,train,13
author_cleaned,7,train,351
author_cleaned,7,train,100
author_cleaned,7,train,316
author_cleaned,7,train,127
author_cleaned,7,train,249
author_cleaned,7,train,322
author_cleaned,7,train,409
author_cleaned,7,train,252
author_cleaned,7,train,179
author_cleaned,7,train,326
author_cleaned,7,train,48
author_cleaned,7,train,259
author_cleaned,7,train,363
author_cleaned,7,train,244
author_cleaned,7,train,315
author_cleaned,7,train,148
author_cleaned,7,train,237
author_cleaned,7,train,199
author_cleaned,7,train,388
author_cleaned,7,train,246
author_cleaned,7,train,57
author_cleaned,7,train,346
author_cleaned,7,train,9
author_cleaned,7,train,314
author_cleaned,7,train,387
author_cleaned,7,train,104
author_cleaned,7,train,0
author_cleaned,7,train,93
author_cleaned,7,train,217
author_cleaned,7,train,280
author_cleaned,7,train,52
author_cleaned,7,train,101
author_cleaned,7,train,27
author_cleaned,7,train,240
author_cleaned,7,train,138
author_cleaned,7,train,269
author_cleaned,7,train,92
author_cleaned,7,train,29
author_cleaned,7,train,253
author_cleaned,7,train,226
author_cleaned,7,test,150
author_cleaned,7,test,167
author_cleaned,7,test,243
author_cleaned,7,test,325
author_cleaned,7,test,332
author_cleaned,7,test,394
author_cleaned,7,test,416
author_cleaned,7,test,89
author_cleaned,7,test,375
author_cleaned,7,test,158
author_cleaned,7,test,410
author_cleaned,7,test,276
author_cleaned,7,test,154
author_cleaned,7,test,151
author_cleaned,7,test,417
author_cleaned,7,test,205
author_cleaned,7,test,133
author_cleaned,7,test,380
author_cleaned,7,test,139
author_cleaned,7,test,230
author_cleaned,7,test,114
author_cleaned,7,test,36
author_cleaned,7,test,39
author_cleaned,7,test,266
author_cleaned,7,test,202
author_cleaned,7,test,209
author_cleaned,7,test,333
author_cleaned,7,test,405
author_cleaned,7,test,291
author_cleaned,7,test,5
author_cleaned,7,test,109
author_cleaned,7,test,308
author_cleaned,7,test,76
author_cleaned,7,test,361
author_cleaned,7,test,102
author_cleaned,7,test,385
author_cleaned,7,test,268
author_cleaned,7,test,136
author_cleaned,7,test,181
author_cleaned,7,test,260
author_cleaned,7,test,406
author_cleaned,7,test,250
author_cleaned,7,test,257
author_cleaned,7,test,310
author_cleaned,7,test,395
author_cleaned,7,test,403
author_cleaned,7,test,263
author_cleaned,7,test,81
author_cleaned,7,test,162
author_cleaned,7,test,134
author_cleaned,7,test,239
author_cleaned,7,test,120
author_cleaned,7,test,18
author_cleaned,7,test,309
author_cleaned,7,test,221
author_cleaned,7,test,381
author_cleaned,7,test,116
author_cleaned,7,test,110
author_cleaned,7,test,47
author_cleaned,7,test,3
author_cleaned,7,test,414
author_cleaned,7,test,17
author_cleaned,7,test,327
author_cleaned,7,test,348
author_cleaned,7,test,125
author_cleaned,7,test,356
author_cleaned,7,test,103
author_cleaned,7,test,123
author_cleaned,8,train,127
author_cleaned,8,train,5
author_cleaned,8,train,250
author_cleaned,8,train,16
author_cleaned,8,train,318
author_cleaned,8,train,295
author_cleaned,8,train,26
author_cleaned,8,train,86
author_cleaned,8,train,299
author_cleaned,8,train,147
author_cleaned,8,train,43
author_cleaned,8,train,353
author_cleaned,8,train,322
author_cleaned,8,train,185
author_cleaned,8,train,287
author_cleaned,8,train,176
author_cleaned,8,train,303
author_cleaned,8,train,214
author_cleaned,8,train,394
author_cleaned,8,train,309
author_cleaned,8,train,291
author_cleaned,8,train,323
author_cleaned,8,train,70
author_cleaned,8,train,120
author_cleaned,8,train,289
author_cleaned,8,train,266
author_cleaned,8,train,44
author_cleaned,8,train,306
author_cleaned,8,train,58
author_cleaned,8,train,307
author_cleaned,8,train,409
author_cleaned,8,train,102
author_cleaned,8,train,129
author_cleaned,8,train,276
author_cleaned,8,train,78
author_cleaned,8,train,233
author_cleaned,8,train,6
author_cleaned,8,train,200
author_cleaned,8,train,387
author_cleaned,8,train,191
author_cleaned,8,train,128
author_cleaned,8,train,242
author_cleaned,8,train,66
author_cleaned,8,train,130
author_cleaned,8,train,326
author_cleaned,8,train,173
author_cleaned,8,train,150
author_cleaned,8,train,100
author_cleaned,8,train,114
author_cleaned,8,train,373
author_cleaned,8,train,149
author_cleaned,8,train,407
author_cleaned,8,train,125
author_cleaned,8,train,15
author_cleaned,8,train,162
author_cleaned,8,train,181
author_cleaned,8,train,352
author_cleaned,8,train,215
author_cleaned,8,train,145
author_cleaned,8,train,83
author_cleaned,8,train,33
author_cleaned,8,train,106
author_cleaned,8,train,167
author_cleaned,8,train,284
author_cleaned,8,train,356
author_cleaned,8,train,304
author_cleaned,8,train,27
author_cleaned,8,train,261
author_cleaned,8,train,357
author_cleaned,8,train,117
author_cleaned,8,train,109
author_cleaned,8,train,52
author_cleaned,8,train,296
author_cleaned,8,train,155
author_cleaned,8,train,255
author_cleaned,8,train,244
author_cleaned,8,train,329
author_cleaned,8,train,187
author_cleaned,8,train,297
author_cleaned,8,train,405
author_cleaned,8,train,368
author_cleaned,8,train,355
author_cleaned,8,train,112
author_cleaned,8,train,152
author_cleaned,8,train,381
author_cleaned,8,train,1
author_cleaned,8,train,138
author_cleaned,8,train,8
author_cleaned,8,train,193
author_cleaned,8,train,365
author_cleaned,8,train,166
author_cleaned,8,train,388
author_cleaned,8,train,190
author_cleaned,8,train,384
author_cleaned,8,train,364
author_cleaned,8,train,76
author_cleaned,8,train,89
author_cleaned,8,train,343
author_cleaned,8,train,305
author_cleaned,8,train,105
author_cleaned,8,train,49
author_cleaned,8,train,315
author_cleaned,8,train,413
author_cleaned,8,train,380
author_cleaned,8,train,361
author_cleaned,8,train,383
author_cleaned,8,train,34
author_cleaned,8,train,351
author_cleaned,8,train,204
author_cleaned,8,train,321
author_cleaned,8,train,344
author_cleaned,8,train,335
author_cleaned,8,train,325
author_cleaned,8,train,374
author_cleaned,8,train,367
author_cleaned,8,train,268
author_cleaned,8,train,141
author_cleaned,8,train,92
author_cleaned,8,train,283
author_cleaned,8,train,298
author_cleaned,8,train,223
author_cleaned,8,train,375
author_cleaned,8,train,153
author_cleaned,8,train,157
author_cleaned,8,train,416
